"","x"
"1",0.476424028573166
"2",-1.21079135902972
"3",-0.338146690904268
"4",2.36028135942853
"5",2.24520445272842
"6",0.696321313141864
"7",-0.27407808277795
"8",-0.65986458262568
"9",-0.527639465637745
"10",0.192416852117509
"11",-0.527194860922371
"12",-1.16444416277269
"13",-0.442174549788671
"14",-0.599667266513895
"15",-0.834929045326753
"16",-1.19108643870563
"17",-0.0621151329809528
"18",-1.27964263102455
"19",1.18869761253953
"20",-0.373030729052394
"21",-0.0542060540520006
"22",-0.513356365313123
"23",0.441525629662926
"24",-0.66895338140144
"25",-0.954021093749622
"26",0.710860143086326
"27",0.516786020098105
"28",-0.59168580170872
"29",-2.16293089981778
"30",-0.173266166797406
"31",-2.51200074517161
"32",-0.258739776465513
"33",1.25666557709271
"34",0.373248179139302
"35",1.91546186286238
"36",0.014241379060702
"37",1.62943621248168
"38",-0.968627304826384
"39",-0.336004737895539
"40",0.267086117047649
"41",0.0227253398823492
"42",-0.20529624227602
"43",3.01131944524679
"44",0.463399585325232
"45",4.76790392414151
"46",-0.47916866586977
"47",0.565040068353746
"48",-1.01905862104776
"49",1.67685855199593
"50",0.0286320548119511
"51",-2.7077640609867
"52",-0.248543000461007
"53",-0.638620696897103
"54",0.553187179461657
"55",0.13856170987036
"56",-0.25025669006535
"57",-0.928871196177628
"58",-0.621272186011132
"59",0.868224468625975
"60",-1.04198776012317
"61",1.64545984350022
"62",-4.5295402371618
"63",0.812467400237891
"64",0.771149264157095
"65",-0.337832134863043
"66",-0.789977174523749
"67",1.04647614658593
"68",-0.838637964238117
"69",4.36261763147988
"70",0.229446513228612
"71",2.57012019787783
"72",-0.386485739509055
"73",-4.5166650452928
"74",-0.651105834162641
"75",0.923467817045609
"76",0.989815013114893
"77",1.26715069502623
"78",1.05736850855234
"79",1.07643938206605
"80",0.332618321044069
"81",-2.15826276533549
"82",0.19299901221127
"83",-0.52890370890207
"84",-1.56095573351492
"85",-0.0895004549143121
"86",0.68397758876093
"87",0.20103080768152
"88",0.726140765223271
"89",-0.266287874834185
"90",1.29625253688597
"91",-0.162810400553662
"92",2.00153907502025
"93",-1.48979879974014
"94",2.17824953544446
"95",0.622097611084889
"96",-1.53091977197377
"97",0.504344379358919
"98",0.955429993614723
"99",0.362205845098037
"100",-0.408315689039838
